start,description,FF1,FF2,FF3,FF4,MP1,ED1,ED2,ED3,ED4,TFUT02,TFUT05,TFUT10,TFUT30,SP500,SP500FUT
1998-11-17 14:15,FOMC Rate Decision FDTR surv 4.75% act 4.75% prior 5.00%,-0.03,-0.03,-0.05,-0.04,-0.06923,-0.03875,-0.0375,-0.0025,-0.0025,0.02657,-0.00323,-0.00359,-0.00432,0.63962,0.59618
1998-12-22 14:15,FOMC Rate Decision FDTR surv 4.75% act 4.75% prior 4.75%,-0.01,0,0,0.01,-0.03444,0.01,-0.005,-0.01,-0.005,0,0.00322,0.00357,-0.00644,-0.1237,-0.13973
1999-02-03 14:15,FOMC Rate Decision FDTR surv 4.75% act 4.75% prior 4.75%,0.005,-0.02,0.01,0.01,0.0056,-0.005,0.005,0.01,0.0125,0.01567,0.013,0.01447,0.01535,0.17015,0.19604
1999-03-30 14:15,FOMC Rate Decision FDTR surv 4.75% act 4.75% prior 4.75%,0,-0.005,-0.01,-0.02,-0.005,-0.015,-0.025,-0.025,-0.0325,-0.03939,-0.01314,-0.00747,-0.00465,-0.16838,-0.17466
1999-05-18 14:15,FOMC Rate Decision FDTR surv 4.75% act 4.75% prior 4.75%,-0.01,-0.015,0.03,0.04,-0.02385,0.0275,0.1125,0.145,0.15,0.10771,0.11032,0.08806,0.07223,-1.38561,-1.45661
1999-06-30 14:15,FOMC Rate Decision FDTR surv 5.00% act 5.00% prior 4.75%,-0.005,-0.05,-0.06,-0.07,-0.05,-0.09,-0.1025,-0.1075,-0.1175,-0.09249,-0.11855,-0.06651,-0.0445,1.60132,1.72134
1999-08-24 14:15,FOMC Rate Decision FDTR surv 5.25% act 5.25% prior 5.00%,0.015,0.0425,0.01,0.025,0.0425,0.01,-0.005,-0.005,-0.02,0,-0.01685,-0.0117,-0.00741,0.59237,0.60613
1999-10-05 14:15,FOMC Rate Decision FDTR surv 5.25% act 5.25% prior 5.25%,-0.04,-0.025,0,0.04,-0.04769,0.035,0.0675,0.1,0.095,0.07665,0.08506,0.05934,0.0561,-0.81193,-0.87072
1999-11-16 14:15,FOMC Rate Decision FDTR surv 5.50% act 5.50% prior 5.25%,0.035,0.085,0.085,0.055,0.075,0.065,0.07,0.07,0.0625,0.07984,0.05086,0.03523,0.03234,-0.32364,-0.35336
1999-12-21 14:15,FOMC Rate Decision FDTR surv 5.50% act 5.50% prior 5.50%,0.005,-0.01,0,-0.005,0.0155,0.01,0.05,0.035,0.045,0.0416,0.03362,0.03824,0.05073,0.48527,0.44944
2000-02-02 14:15,FOMC Rate Decision FDTR surv 6.00% act 5.75% prior 5.50%,-0.055,-0.04,-0.015,0.01,-0.05907,-0.025,-0.01,0.005,0.015,0.03642,0.04045,0.03456,0.00288,-0.3357,-0.31707
2000-03-21 14:15,FOMC Rate Decision FDTR surv 6.00% act 6.00% prior 5.75%,-0.01,-0.025,0,-0.01,-0.031,-0.005,-0.005,0.0025,0.005,0.01156,0.01455,-0.00422,-0.01102,-0.03942,0.10062
2000-05-16 14:15,FOMC Rate Decision FDTR surv 6.50% act 6.50% prior 6.00%,0.02,0.05,0.05,0.055,0.04133,0.04875,0.055,0.055,0.0475,0.0498,0.05149,0.02574,0.00283,-0.64349,-0.68027
2000-06-28 14:15,FOMC Rate Decision FDTR surv 6.50% act 6.50% prior 6.50%,0,-0.02,-0.02,-0.015,-0.02,-0.02,-0.035,-0.04,-0.0425,-0.04125,-0.02169,-0.01046,-0.00827,0.26977,0.26972
2000-08-22 14:15,FOMC Rate Decision FDTR surv 6.50% act 6.50% prior 6.50%,0.005,-0.005,0,0.11,0.01722,-0.005,0.015,0.025,0.025,0.00328,0.01072,0.00819,0.01051,-0.15955,-0.17883
2000-10-03 14:15,FOMC Rate Decision FDTR surv 6.50% act 6.50% prior 6.50%,0,0,0.0075,0.02,0,0.025,0.0375,0.045,0.06,0.04082,0.04247,0.03059,0.01081,-0.22039,-0.27211
2000-11-15 14:15,FOMC Rate Decision FDTR surv 6.50% act 6.50% prior 6.50%,-0.005,0,0.005,0.0025,-0.01,0.00875,0.015,0.01,0.005,0,-0.01409,-0.01207,-0.02352,-0.6872,-0.78769
2000-12-19 14:15,FOMC Rate Decision FDTR surv 6.50% act 6.50% prior 6.50%,0.025,0.04,0.015,0.005,0.06458,0.03,0.025,0.01,0,0.01611,0.01721,0.01551,0.02231,-0.56081,-0.58845
2001-01-03 13:15,FOMC Rate Decision FDTR surv -- act 6.00% prior 6.50%,-0.35,-0.185,-0.155,-0.17,-0.3875,-0.1175,-0.1325,-0.0925,-0.0575,0.024,0.07157,0.07263,0.08062,4.51038,4.55309
2001-01-31 14:15,FOMC Rate Decision FDTR surv 5.50% act 5.50% prior 6.00%,0,0.03,0.03,0.01,0.03,0.03,-0.0075,-0.0325,-0.045,0.00798,0.00682,0.0077,0.00499,-0.51737,-0.43447
2001-03-20 14:15,FOMC Rate Decision FDTR surv 5.00% act 5.00% prior 5.50%,0.02,0.025,-0.005,-0.07,0.05636,-0.045,-0.0725,-0.0875,-0.09,-0.05551,-0.03354,-0.01893,-0.01209,-0.60045,-0.59072
2001-04-18 10:55,FOMC Rate Decision FDTR surv -- act 4.50% prior 5.00%,-0.185,0.505,-0.445,-0.44,-0.4625,-0.4825,-0.46,-0.4425,-0.3825,-0.15427,-0.12903,-0.04274,-0.00773,2.32456,2.41875
2001-05-15 14:15,FOMC Rate Decision FDTR surv 4.00% act 4.00% prior 4.50%,-0.05,-0.085,-0.12,-0.12,-0.09687,-0.11,-0.1375,-0.1275,-0.1525,-0.08732,-0.06154,-0.02751,0.01324,0.37291,0.45467
2001-06-27 14:12,FOMC Rate Decision FDTR surv 3.50% act 3.75% prior 4.00%,0.015,0.1,0.085,0.075,0.1,0.0775,0.0675,0.0775,0.0575,0.06336,0.02724,0.00971,0.00256,-0.52379,-0.45091
2001-08-21 14:15,FOMC Rate Decision FDTR surv 3.50% act 3.50% prior 3.75%,0.015,0.0125,-0.02,0.015,0.0465,-0.00375,-0.06,-0.255,-0.1225,-0.02359,-0.0134,0,0,-0.6934,-0.73012
2001-09-17 08:20,FOMC Rate Decision FDTR surv -- act 3.00% prior 3.50%,-0.095,-0.1125,-0.1075,-0.045,-0.21923,NaN,-0.0325,-0.05,-0.02,NaN,NaN,NaN,NaN,NaN,NaN
2001-10-02 14:15,FOMC Rate Decision FDTR surv 2.50% act 2.50% prior 3.00%,-0.03,-0.045,-0.045,-0.04,-0.03207,-0.0575,-0.06,-0.0625,-0.0625,-0.03873,-0.02284,0.00184,0.01205,-0.35196,-0.33565
2001-11-06 14:20,FOMC Rate Decision FDTR surv 2.00% act 2.00% prior 2.50%,-0.11,-0.135,-0.135,-0.145,-0.1375,-0.1625,-0.1525,-0.1625,-0.1675,-0.09222,-0.06753,-0.03594,0.00459,0.6426,0.60846
2001-12-11 14:14,FOMC Rate Decision FDTR surv 1.75% act 1.75% prior 2.00%,-0.005,0,-0.03,-0.035,-0.00775,-0.0225,-0.0625,-0.1025,-0.0975,-0.07028,-0.0603,-0.03848,-0.0207,0.26526,0.32276
2002-01-30 14:15,FOMC Rate Decision FDTR surv 1.75% act 1.75% prior 1.75%,0,0.0175,0.02,0.025,0.0175,0.0225,0.02,0.025,0.025,0.00777,-0.00332,-0.00759,-0.01006,-0.03735,-0.02733
2002-03-19 14:15,FOMC Rate Decision FDTR surv 1.75% act 1.75% prior 1.75%,-0.0125,-0.02,-0.035,-0.04,-0.03229,-0.055,-0.07,-0.0825,-0.0775,-0.0505,-0.05441,-0.03928,-0.02378,-0.33914,-0.38345
2002-05-07 14:15,FOMC Rate Decision FDTR surv 1.75% act 1.75% prior 1.75%,0.005,0.0075,0,-0.02,0.00646,-0.015,-0.03,-0.055,-0.0375,-0.02801,-0.01995,-0.01526,-0.01521,-0.29932,-0.31254
2002-06-26 14:15,FOMC Rate Decision FDTR surv 1.75% act 1.75% prior 1.75%,-0.0025,0.005,0.005,0,0.005,0.015,0.01,0,0.01,0,0.00982,0.0093,0.00248,-0.48238,-0.52165
2002-08-13 14:15,FOMC Rate Decision FDTR surv 1.75% act 1.75% prior 1.75%,0.02,0.025,-0.015,-0.04,0.03444,-0.0225,-0.0725,-0.16,-0.1875,-0.09914,-0.06299,-0.05655,-0.03937,-0.60374,-0.6289
2002-09-24 14:15,FOMC Rate Decision FDTR surv 1.75% act 1.75% prior 1.75%,0.0125,0.02,0.005,-0.005,0.02,-0.0025,-0.005,-0.0225,-0.0375,-0.01521,-0.02473,-0.01721,-0.00438,-1.01173,-1.00711
2002-11-06 14:14,FOMC Rate Decision FDTR surv 1.50% act 1.25% prior 1.75%,-0.165,-0.135,-0.1075,-0.075,-0.20625,-0.085,-0.055,-0.0725,-0.07,-0.04552,-0.06226,-0.03672,-0.03229,-0.53662,-0.52695
2002-12-10 14:15,FOMC Rate Decision FDTR surv 1.25% act 1.25% prior 1.25%,0,0,0.0075,0.005,0,-0.00125,0.01,0.03,0.0325,0.01526,0.01264,0.01063,0.00921,-0.2987,-0.27761
2003-01-29 14:16,FOMC Rate Decision FDTR surv 1.25% act 1.25% prior 1.25%,0,0.0075,0.015,0.025,0.0075,0.0325,0.04,0.0575,0.0525,0.04548,0.04702,0.02981,0.03872,0.15934,0.17467
2003-03-18 14:15,FOMC Rate Decision FDTR surv 1.25% act 1.25% prior 1.25%,0.01,0.0125,-0.005,-0.0075,0.02385,0.02,-0.005,0.0025,0.025,-0.01519,-0.0125,-0.01744,-0.00896,-0.43291,-0.46485
2003-05-06 14:13,FOMC Rate Decision FDTR surv 1.25% act 1.25% prior 1.25%,0.0125,0.015,-0.025,-0.05,0.0155,-0.0275,-0.075,-0.12,-0.145,-0.09818,-0.08047,-0.04842,-0.0286,0.12916,0.12818
2003-06-25 14:15,FOMC Rate Decision FDTR surv 1.00% act 1.00% prior 1.25%,0.025,0.1325,0.115,0.105,0.1325,0.105,0.1175,0.135,0.13,0.07214,0.05147,0.0333,0.0062,-0.20488,-0.18285
2003-08-12 14:15,FOMC Rate Decision FDTR surv 1.00% act 1.00% prior 1.00%,0.0025,0.0025,-0.0025,-0.005,0.00408,-0.005,-0.0175,-0.045,-0.085,-0.04552,-0.05025,-0.03744,-0.02154,-0.07643,-0.051
2003-09-16 14:19,FOMC Rate Decision FDTR surv 1.00% act 1.00% prior 1.00%,-0.0025,0,0.0025,-0.0025,-0.00536,-0.0025,-0.0025,-0.0025,-0.0025,-0.01138,-0.01574,-0.0107,-0.00714,0.09982,0.10783
2003-10-28 14:15,FOMC Rate Decision FDTR surv 1.00% act 1.00% prior 1.00%,0,-0.0025,0,-0.005,-0.0025,-0.025,-0.085,-0.125,-0.13,-0.11775,-0.12256,-0.08687,-0.07016,-0.0135,-0.02896
2003-12-09 14:15,FOMC Rate Decision FDTR surv 1.00% act 1.00% prior 1.00%,-0.0025,0,-0.005,0.005,-0.00352,-0.00375,0,0.0475,0.075,0.0726,0.10169,0.09313,0.09158,-0.11632,-0.12197
2004-01-28 14:15,FOMC Rate Decision FDTR surv 1.00% act 1.00% prior 1.00%,0,0,0.0075,0.0075,0,0.025,0.11,0.185,0.2375,0.20112,0.23199,0.15835,0.13003,-0.91791,-0.91989
2004-03-16 14:15,FOMC Rate Decision FDTR surv 1.00% act 1.00% prior 1.00%,0,0,0,-0.0075,0,-0.0225,-0.0575,-0.085,-0.1,-0.07952,-0.08358,-0.06341,-0.04966,-0.05315,-0.03607
2004-05-04 14:15,FOMC Rate Decision FDTR surv 1.00% act 1.00% prior 1.00%,-0.0075,-0.01,-0.0025,0.005,-0.00861,0,0.0025,0.01,0.015,0.00383,0.01927,0.01997,0.03601,0.36501,0.35826
2004-06-30 14:15,FOMC Rate Decision FDTR surv 1.25% act 1.25% prior 1.00%,0,-0.0075,-0.02,-0.03,-0.0075,-0.04,-0.03,-0.025,-0.02,-0.00388,0.00325,0.01287,0.0145,0.26758,0.23771
2004-08-10 14:15,FOMC Rate Decision FDTR surv 1.50% act 1.50% prior 1.25%,0.01,0.015,0.035,0.0475,0.01476,0.035,0.045,0.05,0.05,0.04614,0.03508,0.01959,0.01147,-0.30232,-0.32681
2004-09-21 14:15,FOMC Rate Decision FDTR surv 1.75% act 1.75% prior 1.50%,0,-0.005,-0.0025,0,0,-0.02,-0.02,-0.015,-0.025,-0.0154,-0.02857,-0.02821,-0.03346,0.0293,0.00888
2004-11-10 14:15,FOMC Rate Decision FDTR surv 2.00% act 2.00% prior 1.75%,0,0,0,-0.01,0,-0.01,-0.025,-0.035,-0.05,-0.03481,-0.03519,-0.02497,-0.02264,0.1175,0.14569
2004-12-14 14:15,FOMC Rate Decision FDTR surv 2.25% act 2.25% prior 2.00%,0,0,-0.005,-0.01,0,-0.005,-0.015,-0.02,-0.015,-0.01166,-0.00964,-0.01422,-0.01558,0.06497,-0.03324
2005-02-02 14:15,FOMC Rate Decision FDTR surv 2.50% act 2.50% prior 2.25%,-0.005,0,-0.005,-0.005,-0.00538,-0.005,-0.01,-0.02,-0.02,-0.0117,-0.01616,-0.01603,-0.01963,0.01929,0.01678
2005-03-22 14:15,FOMC Rate Decision FDTR surv 2.75% act 2.75% prior 2.50%,0,-0.005,0.005,0.015,0,0.03,0.075,0.09,0.105,0.0827,0.1158,0.09784,0.09441,-0.33953,-0.36112
2005-05-03 14:15,FOMC Rate Decision FDTR surv 3.00% act 3.00% prior 2.75%,0,0,0.005,0.015,0,0.015,0.025,0.035,0.035,0.0314,0.02606,0.01257,0.00872,0.15831,0.38635
2005-05-03 16:00,"Correction of FOMC statement: But the Fed also issued a correction about two hours after its announcement saying it inadvertently dropped the following sentence from the original statement: 'Longer-term inflation expectations remain well contained.' That language appeared in the March statement as well. The addition of this sentence indicated to some that while the Fed is talking a tough game, the central bank's not overly worried about inflation. Source: https://money.cnn.com/2005/05/03/news/economy/fed_rates/index.htm",0,0,0,-0.0025,0,-0.01,-0.025,-0.03,-0.03,-0.02748,-0.03257,-0.02693,-0.02177,0.46269,0.55917
2005-06-30 14:15,FOMC Rate Decision FDTR surv 3.25% act 3.25% prior 3.00%,0,0,0.01,0.02,0,0.04,0.06,0.055,0.06,0.04318,0.02596,0.0088,-0.00209,-0.41325,-0.44095
2005-08-09 14:15,FOMC Rate Decision FDTR surv 3.50% act 3.50% prior 3.25%,0,0,-0.01,-0.01,0,-0.01,-0.0225,-0.025,-0.025,-0.01979,-0.02321,-0.01823,-0.01761,0.21427,0.20262
2005-09-20 14:15,FOMC Rate Decision FDTR surv 3.75% act 3.75% prior 3.50%,0.01,0.0325,0.04,0.0325,0.03,0.03,0.015,0.015,0.015,0.01579,0.00657,-0.00543,-0.03484,-0.15015,-0.12921
2005-11-01 14:15,FOMC Rate Decision FDTR surv 4.00% act 4.00% prior 3.75%,0,-0.0025,0.0025,-0.0025,0,0,0.01,0.01,0.01,0.01193,0.00669,0.00371,-0.00226,0.2192,0.22367
2005-12-13 14:15,FOMC Rate Decision FDTR surv 4.25% act 4.25% prior 4.00%,0,0,-0.005,-0.005,0,-0.0025,-0.025,-0.04,-0.045,-0.02785,-0.02676,-0.01856,-0.01129,0.52662,0.51047
2006-01-31 14:14,FOMC Rate Decision FDTR surv 4.50% act 4.50% prior 4.25%,0,0.005,0.005,0.02,0.005,0.03,0.03,0.03,0.04,0.03583,0.03683,0.03152,0.02459,-0.22803,-0.23364
2006-03-28 14:15,FOMC Rate Decision FDTR surv 4.75% act 4.75% prior 4.50%,0,0.005,0.02,0.0275,0.005,0.03,0.045,0.055,0.06,0.04797,0.05076,0.03773,0.02996,-0.62108,-0.64888
2006-05-10 14:15,FOMC Rate Decision FDTR surv 5.00% act 5.00% prior 4.75%,0,0.005,0.0275,0.035,0,0.04,0.05,0.065,0.06,0.05615,0.05123,0.03843,0.02892,-0.19309,-0.15852
2006-06-29 14:15,FOMC Rate Decision FDTR surv 5.25% act 5.25% prior 5.00%,0,-0.015,-0.02,-0.03,-0.015,-0.04,-0.05,-0.045,-0.04,-0.04029,-0.03786,-0.01552,-0.00487,0.54151,0.53603
2006-08-08 14:15,FOMC Rate Decision FDTR surv 5.25% act 5.25% prior 5.25%,-0.03,-0.04,-0.035,-0.04,-0.04043,-0.035,-0.035,-0.03,-0.03,-0.02805,-0.01696,-0.00569,0.00934,-0.2469,-0.24218
2006-09-20 14:15,FOMC Rate Decision FDTR surv 5.25% act 5.25% prior 5.25%,0,0,0,0,0,0.01,0.025,0.025,0.025,0.01998,0.02022,0.01124,0.00456,-0.26777,-0.28435
2006-10-25 14:15,FOMC Rate Decision FDTR surv 5.25% act 5.25% prior 5.25%,0,-0.005,-0.005,-0.005,-0.005,-0.005,-0.01,-0.01,-0.015,-0.004,-0.01353,-0.01507,-0.01836,-0.07474,-0.07226
2006-12-12 14:15,FOMC Rate Decision FDTR surv 5.25% act 5.25% prior 5.25%,-0.0025,0,-0.005,-0.01,-0.00408,-0.005,-0.015,-0.05,-0.06,-0.04778,-0.04005,-0.02766,-0.02428,0.26109,0.18988
2007-01-31 14:15,FOMC Rate Decision FDTR surv 5.25% act 5.25% prior 5.25%,0,0,0,0,0,-0.005,-0.005,-0.01,-0.02,-0.00802,-0.00339,-0.01135,-0.01156,0.4816,0.48713
2007-03-21 14:15,FOMC Rate Decision FDTR surv 5.25% act 5.25% prior 5.25%,-0.0025,0,-0.0075,-0.015,-0.00775,-0.045,-0.095,-0.115,-0.12,-0.08357,-0.06675,-0.04624,-0.03808,0.81634,0.83145
2007-05-09 14:15,FOMC Rate Decision FDTR surv 5.25% act 5.25% prior 5.25%,0,0.005,0,0.01,0,0.01,0.03,0.055,0.06,0.03991,0.03689,0.02047,0.01587,-0.13457,-0.13214
2007-06-28 14:15,FOMC Rate Decision FDTR surv 5.25% act 5.25% prior 5.25%,0.0025,0,0,0,0,0.005,0.005,0.02,0.0275,0.01603,0.01365,0.00768,0.00719,-0.27362,-0.27603
2007-08-07 14:15,FOMC Rate Decision FDTR surv 5.25% act 5.25% prior 5.25%,0.005,0.005,0.01,0.0025,0.00646,0,-0.02,-0.035,-0.045,-0.03979,-0.02682,-0.01122,-0.0023,-1.07689,-1.00517
2007-08-10 09:15,FOMC statement: The Federal Reserve is providing liquidity to facilitate the orderly functioning of financial markets,0.0075,0.005,0.0025,-0.005,0.01107,0.01,-0.005,-0.005,-0.005,0.00398,-0.01006,-0.01122,-0.00931,-1.18487,-0.0208
2007-08-17 08:00,FOMC statement,-0.005,0.0075,0.005,-0.0225,-0.01107,-0.05125,-0.045,-0.005,0.005,0.00792,0.01328,0.01479,0.02305,1.00788,1.94698
2007-09-18 14:15,FOMC Rate Decision FDTR surv 5.00% act 4.75% prior 5.25%,-0.085,-0.1825,-0.1525,-0.1575,-0.2125,-0.18,-0.19,-0.175,-0.16,-0.1184,-0.04959,-0.01831,0.02019,1.32029,1.33786
2007-10-31 14:15,FOMC Rate Decision FDTR surv 4.50% act 4.50% prior 4.75%,0,-0.025,0.0125,0.0225,-0.025,0.02,0.06,0.075,0.085,0.07081,0.06248,0.03457,0.03345,-0.41526,-0.43398
2007-12-11 14:15,FOMC Rate Decision FDTR surv 4.25% act 4.25% prior 4.50%,0.025,0.045,0.0325,0.03,0.03875,0.1825,0.125,0.015,-0.0575,-0.13974,-0.11216,-0.07583,-0.05603,-1.76769,-1.74159
2008-01-22 08:20,FOMC Rate Decision FDTR surv -- act 3.50% prior 4.50%,-0.135,-0.245,-0.1925,-0.1225,-0.465,-0.13,-0.105,-0.05,-0.0225,0.03813,0.05573,0.04386,0.06355,NaN,1.51989
2008-01-30 14:15,FOMC Rate Decision FDTR surv 3.00% act 3.00% prior 3.50%,0,-0.1075,-0.105,-0.12,-0.1075,-0.14,-0.12,-0.1,-0.07,-0.03829,0,0.01027,0.01674,0.81482,0.80616
2008-03-11 08:30,FOMC statement: Federal Reserve and other central banks announce specific measures designed to address liquidity pressures in funding markets,0.04,0.045,0.065,0.07,0.062,0.03375,0.09,0.1,0.115,0.11776,0.12366,0.08617,0.06552,1.41888,1.78583
2008-03-18 14:15,FOMC Rate Decision FDTR surv 2.25% act 2.25% prior 3.00%,0.04,0.115,0.085,0.0875,0.09538,0.0475,0.025,0.015,0.01,0,-0.01072,-0.01986,-0.02368,-0.94124,-0.95548
2008-04-30 14:15,FOMC Rate Decision FDTR surv 2.00% act 2.00% prior 2.25%,-0.0025,-0.06,-0.065,-0.065,-0.06,-0.06,-0.085,-0.075,-0.055,-0.0192,-0.00316,-0.00173,0.00107,0.16293,0.12858
2008-06-25 14:15,FOMC Rate Decision FDTR surv 2.00% act 2.00% prior 2.00%,-0.005,-0.015,-0.035,-0.04,-0.015,-0.065,-0.05,-0.045,-0.075,-0.08147,-0.04516,-0.02486,-0.01435,0.03392,0.03764
2008-08-05 14:15,FOMC Rate Decision FDTR surv 2.00% act 2.00% prior 2.00%,-0.00375,-0.01,-0.0175,-0.03,-0.00447,-0.02,-0.035,-0.035,-0.045,-0.01538,-0.00475,0.00694,0.01298,0.13432,0.14928
2008-09-16 14:15,FOMC Rate Decision FDTR surv 2.00% act 2.00% prior 2.00%,0.04875,0.1075,0.125,0.1125,0.10446,0.14,0.095,0.0725,0.07,0.09871,0.07242,0.03514,0.02406,-0.62947,-0.46189
2008-10-08 07:00,FOMC Rate Decision FDTR surv -- act 1.50% prior 2.00%,-0.095,-0.025,-0.035,-0.0175,-0.12804,0.02,-0.015,-0.01,-0.0075,0.0416,0.04153,0.04576,0.05326,NaN,NaN
2008-10-29 14:17,FOMC Rate Decision FDTR surv 1.00% act 1.00% prior 1.50%,-0.0075,-0.0475,-0.0525,-0.0725,-0.0475,-0.0125,-0.05,-0.075,-0.095,-0.04158,-0.04175,-0.05038,-0.02042,-1.12724,-1.38521
2008-11-25 08:15,"Federal Reserve announces it will initiate a program to purchase the direct obligations of housing-related government-sponsored enterprises and mortgage-backed securities backed by Fannie Mae, Freddie Mac, and Ginnie Mae. Federal Reserve announces the creation of the Term Asset-Backed Securities Loan Facility (TALF)",0.0025,-0.005,-0.005,-0.0025,-0.005,-0.0875,-0.125,-0.135,-0.1225,-0.015,-0.01785,-0.01639,-0.03843,1.64061,2.7155
2008-12-16 14:15,FOMC Rate Decision FDTR surv 0.50% act 0.25% prior 1.00%,-0.0675,-0.185,-0.165,-0.18,-0.1395,-0.25,-0.245,-0.245,-0.245,-0.12011,-0.16323,-0.12311,-0.03823,1.59331,1.57373
2009-01-28 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,0,0.005,0,0,0,-0.01,-0.015,-0.02,-0.00748,0.01475,0.0111,0.01488,-0.1973,-0.23025
2009-03-18 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,-0.00125,-0.005,-0.005,-0.0125,-0.00298,-0.055,-0.075,-0.085,-0.08,-0.07502,-0.17585,-0.30127,-0.31931,1.80819,1.86326
2009-04-29 14:15,FOMC Rate Decision FDTR surv 0.13% act 0.25% prior 0.25%,0,-0.0025,0,0,-0.0025,0.005,0.01,0.025,0.04,0.02997,0.05842,0.06185,0.06569,0.62292,0.65715
2009-06-24 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,0.005,0.0075,0.005,0.005,0.01,0.035,0.05,0.07,0.04905,0.09091,0.08447,0.07444,-0.6802,-0.63907
2009-08-12 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,0,0,0,0,0,-0.015,-0.025,-0.02,-0.0113,0.01535,0.01544,0.02135,-0.26438,-0.29869
2009-09-23 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,-0.0075,-0.015,-0.015,-0.0075,-0.05,-0.1,-0.12,-0.13,-0.0902,-0.08374,-0.06104,-0.06233,0.52867,0.51336
2009-11-04 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,-0.0025,-0.005,-0.0075,-0.0125,-0.00288,-0.01,-0.02,-0.03,-0.04,-0.0337,-0.00151,0.02021,0.03145,0.08621,0.095
2009-12-16 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,-0.00875,-0.01,-0.005,-0.0025,-0.01808,-0.005,-0.005,0.01,0.02,0.0075,0.03035,0.02872,0.02739,-0.05211,-0.06766
2010-01-27 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,0,-0.005,0.005,0,-0.005,0.01,0.04,0.065,0.0561,0.0484,0.03198,0.01883,0.09656,0.09228
2010-03-16 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,-0.0025,-0.01,-0.01,-0.0075,-0.00517,-0.015,-0.035,-0.05,-0.055,-0.04128,-0.03955,-0.02706,-0.00843,0.19305,0.19561
2010-04-28 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,0,-0.005,-0.005,0,-0.005,-0.0075,-0.01,-0.005,-0.00375,0.01068,0.00848,0.00845,0.16698,0.1683
2010-06-23 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,0.005,0,-0.0025,0.005,0.005,0.005,0.005,0.005,-0.00745,-0.00597,-0.00489,-0.0039,0.34692,0.29796
2010-08-10 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0.0025,0.0025,0.0025,0.005,0.00369,-0.01,-0.02,-0.03,-0.035,-0.01115,-0.0452,-0.05672,-0.05006,0.68052,0.73842
2010-09-21 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0.0025,0.005,0,0,0.00833,0,-0.01,-0.01,-0.01,-0.01485,-0.0204,-0.01574,-0.00183,0.59361,0.59354
2010-11-03 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0.0075,0.0075,0.005,0.005,0.00833,0.005,-0.005,-0.005,-0.01,-0.0037,-0.04314,0.00929,0.11159,-0.30103,-0.33723
2010-12-14 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,0,0,0,0,0.005,-0.005,-0.005,-0.01,-0.0149,-0.00149,0,0.00819,0.01285,0
2011-01-26 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,-0.00125,0,0,0,0,0,0,-0.015,-0.02,-0.02605,-0.01042,0.00329,0.02054,-0.08019,-0.05797
2011-03-15 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,0,0,0,0,-0.005,0,0.01,0.02,0.02977,0.03865,0.02621,0.01212,0.27359,0.25505
2011-04-27 12:30,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,0,-0.005,0,0,-0.005,-0.005,-0.015,-0.025,-0.02232,-0.0283,-0.01806,-0.01012,0.1752,0.16747
2011-06-22 12:30,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,-0.005,-0.005,0,0,-0.005,0,0.005,0.01,0.01853,0.02917,0.02065,0.01551,0.10646,0.1162
2011-08-09 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,0.005,0.0025,0.0025,0,0.02,0,-0.035,-0.085,-0.09233,-0.12265,-0.06074,0.01934,-0.87788,-0.9322
2011-09-21 14:15,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0.005,0.015,0.02,0.02,0.01667,0.045,0.055,0.065,0.075,0.0443,0.04695,-0.00299,-0.07426,-0.609,-0.73809
2011-11-02 12:30,FOMC Rate Decision FDTR surv 0.25% act 0.25% prior 0.25%,0,0.005,0.005,0.005,0,0.01,0.01,0.01,0.015,0.01478,0.02133,0.012,0.00166,-0.13996,-0.14207
